name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,test,Pokedex Entry
Zubat,"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,45,3840,70,245,255,Bat Pokémon,35,1000000,0.8,40,Zubatズバット,50.0,41,30,40,55,poison,flying,7.5,1,0,,"Their skin is so thin that they’ll be burned if sunlight hits them. When it gets cold out, they gather together to warm one another’s bodies. Emits ultrasonic cries while it flies. They act as a sonar used to check for objects in its way. It emits ultrasonic waves from its mouth to check its surroundings. Even in tight caves, Zubat flies around with skill. Zubat live in caves, down where the sun’s light won’t reach. In the morning, they gather together to keep each other warm as they sleep."
Golbat,"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,80,3840,70,455,90,Bat Pokémon,70,1000000,1.6,75,Golbatゴルバット,50.0,42,65,75,90,poison,flying,55.0,1,0,,"They can suck down over 10 ounces of blood in one go. They have been known to drink so much blood that they can no longer fly. It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and to suck blood. It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered. Its feet are tiny, but this Pokémon walks skillfully. It sneaks up on sleeping prey before sinking in its fangs and slurping up blood."
Oddish,"['Chlorophyll', 'Run Away']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,50,5120,70,320,255,Weed Pokémon,55,1059860,0.5,45,Nazonokusaナゾノクサ,50.0,43,75,65,30,grass,poison,5.4,1,0,,"Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon’s feet are thought to change shape and become similar to the roots of trees. It may be mistaken for a clump of weeds. If you try to yank it out of the ground, it shrieks horribly. If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds. During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight."
Gloom,"['Chlorophyll', 'Stench']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,65,5120,70,395,120,Weed Pokémon,70,1059860,0.8,60,Kusaihanaクサイハナ,50.0,44,85,75,40,grass,poison,8.6,1,0,,"From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey. Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink. Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles. What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched."
Vileplume,"['Chlorophyll', 'Effect Spore']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,80,5120,70,490,45,Flower Pokémon,85,1059860,1.2,75,Ruffresiaラフレシア,50.0,45,110,90,50,grass,poison,18.6,1,0,,"Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them. Flaps its broad flower petals to scatter its poisonous pollen. The flapping sound is very loud. It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen. The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."
Paras,"['Effect Spore', 'Dry Skin', 'Damp']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,70,5120,70,285,190,Mushroom Pokémon,55,1000000,0.3,35,Parasパラス,50.0,46,45,55,25,bug,grass,5.4,1,0,,"Mushrooms called tochukaso sprout from its back. They can be dried and powdered to make a medicine used to extend life. Whether it’s due to a lack of moisture or a lack of nutrients, in Alola the mushrooms on Paras don’t grow up quite right. The mushrooms, known as tochukaso, are controlling the bug. Even if the bug bugs the mushrooms, they tell it to bug off. Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition."
Parasect,"['Effect Spore', 'Dry Skin', 'Damp']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,95,5120,70,405,75,Mushroom Pokémon,80,1000000,1.0,60,Parasectパラセクト,50.0,47,60,80,30,bug,grass,29.5,1,0,,"It scatters toxic spores from its mushroom cap. Once harvested, these spores can be steeped and boiled down to prepare herbal medicines. The bug is mostly dead, with the mushroom on its back having become the main body. If the mushroom comes off, the bug stops moving. Its poisonous spores are also used in traditional medicine. Apparently, spores produced in Alola are not of very good quality. The bug host is drained of energy by the mushrooms on its back. The mushroom appears to do all the thinking."
Venonat,"['Compoundeyes', 'Tinted Lens', 'Run Away']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,5120,70,305,190,Insect Pokémon,50,1000000,1.0,60,Kongpangコンパン,50.0,48,40,55,45,bug,poison,30.0,1,0,,"Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light. Lives in the shadows of tall trees where it eats bugs. It is attracted by light at night. Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey. Its large eyes act as a radar. In a bright place, you can see that they are clusters of many tiny eyes."
Venomoth,"['Shield Dust', 'Tinted Lens', 'Wonder Skin ']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,65,5120,70,450,75,Poison Moth Pokémon,60,1000000,1.5,70,Morphonモルフォン,50.0,49,90,75,90,bug,poison,12.5,1,0,,"The scales it scatters will paralyze anyone who touches them, making that person unable to stand. The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust. Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness. The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact."
Diglett,"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,55,5120,70,265,255,Mole Pokémon,30,1000000,,10,Digdaディグダ,50.0,50,35,45,90,ground,ground,,1,0,,"Around their crops, farmers plant the kind of tree that Diglett like to eat as a way of getting Diglett to plow the fields for them. It prefers dark places. It spends most of its time underground, though it may pop up in caves. If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops. It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot."
Dugtrio,"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,425,50,Mole Pokémon,60,1000000,,35,Dugtrioダグトリオ,50.0,51,50,70,110,ground,ground,,1,0,,Dugtrio’s heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts. A team of triplets that can burrow to a depth of 60 miles. It’s reported that this triggers an earthquake. A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground. These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.
Meowth,"['Pickup', 'Technician', 'Unnerve', 'Pickup', 'Technician', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,5120,70,290,255,Scratch Cat Pokémon,35,1000000,,40,Nyarthニャース,50.0,52,50,40,90,normal,dark,,1,0,,"It loves coins, so if you give it one, you can make friends with Meowth easily. But it’s fickle, so you can’t count on that friendship lasting. Appears to be more active at night. It loves round and shiny things. It can’t stop itself from picking them up. It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures. It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth."
Persian,"['Limber', 'Technician', 'Unnerve', 'Fur Coat', 'Technician', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,440,90,Classy Cat Pokémon,60,1000000,,65,Persianペルシアン,50.0,53,75,65,115,normal,dark,,1,0,,"This Pokémon is popular with rich people. It’s also targeted by hunters who are after the jewel in its forehead. The gem in its forehead glows on its own! It walks with all the grace and elegance of a proud queen. Getting this prideful Pokémon to warm up to you takes a lot of effort, and it will claw at you the moment it gets annoyed. Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain."
Psyduck,"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,52,5120,70,320,190,Duck Pokémon,48,1000000,0.8,50,Koduckコダック,50.0,54,65,50,55,water,,19.6,1,0,,"It has been found that its brain cells are 10 times more active when Psyduck is experiencing a headache. Always tormented by headaches. It uses psychic powers, but whether it intends to do so is not known. Psyduck is constantly beset by headaches. If the Pokémon lets its strange power erupt, apparently the pain subsides for a while. As Psyduck gets stressed out, its headache gets progressively worse. It uses intense psychic energy to overwhelm those around it."
Golduck,"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,82,5120,70,500,75,Duck Pokémon,78,1000000,1.7,80,Golduckゴルダック,50.0,55,95,80,85,water,,76.6,1,0,,"A professional swimmer, it can continue swimming for two days straight by waving its long tail skillfully. Its long, slim limbs end in broad flippers. They are used for swimming gracefully in lakes. This Pokémon lives in gently flowing rivers. It paddles through the water with its long limbs, putting its graceful swimming skills on display. Old tales tell of Golduck punishing those that defiled its river. The guilty were dragged into the water and taken away."
Mankey,"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,190,Pig Monkey Pokémon,35,1000000,0.5,40,Mankeyマンキー,50.0,56,35,45,70,fighting,,28.0,1,0,,"Its raging tires it out and causes it to fall asleep, but the anger resonating in its dreams causes it to wake up—which infuriates it all over again. The smallest of things could cause it to lose its temper. Because it doesn’t hold in its stress, this Pokémon can live a long time. If one gets angry, all the others around it will get angry, so silence is a rare visitor in a troop of Mankey. An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything."
Primeape,"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,455,75,Pig Monkey Pokémon,60,1000000,1.0,65,Okorizaruオコリザル,50.0,57,60,70,95,fighting,,32.0,1,0,,"Some researchers theorize that Primeape remains angry even when inside a Poké Ball. It will never forgive opponents who have angered it. Even after it has beaten them down until they can’t move, it never ever forgives. The blood vessels in its brain are sturdier than those of other Pokémon, so it can stay healthy despite its constant raging. It stops being angry only when nobody else is around. To view this moment is very difficult."
Growlithe,"['Intimidate', 'Flash Fire', 'Justified']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,70,5120,70,350,190,Puppy Pokémon,45,1250000,0.7,55,Gardieガーディ,75.4,58,70,50,60,fire,,19.0,1,0,,"It has lived alongside humans since ages ago. Its bones have been found in excavations of ruins from the Stone Age. A Pokémon with a friendly nature. However, it will bark fiercely at anything invading its territory. It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes. Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm."
Arcanine,"['Intimidate', 'Flash Fire', 'Justified']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,110,5120,70,555,75,Legendary Pokémon,80,1250000,1.9,90,Windieウインディ,75.4,59,100,80,95,fire,,155.0,1,0,,"There are so many old tales about them that they’re called legendary Pokémon, but there are way more of them around than you’d expect. A legendary Pokémon in the East. Many people are charmed by the grace and beauty of its running. The sight of it running over 6,200 miles in a single day and night has captivated many people. A Pokémon that has long been admired for its beauty. It runs agilely as if on wings."
Poliwag,"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,300,255,Tadpole Pokémon,40,1059860,0.6,40,Nyoromoニョロモ,50.0,60,40,40,90,water,,12.4,1,0,,"The direction of the swirl on their stomachs differs depending on where they live. Poliwag aficionados can tell them apart at a glance. The direction of the spiral on the belly differs by area. It is more adept at swimming than walking. For Poliwag, swimming is easier than walking. The swirl pattern on its belly is actually part of the Pokémon’s innards showing through the skin. In rivers with fast-flowing water, this Pokémon will cling to a rock by using its thick lips, which act like a suction cup."
Poliwhirl,"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,385,120,Tadpole Pokémon,65,1059860,1.0,65,Nyorozoニョロゾ,50.0,61,50,50,90,water,,20.0,1,0,,"Its health suffers when its skin dries out, so be sure to moisturize it diligently. Under attack, it uses its belly spiral to put the foe to sleep. It then makes its escape. Staring at the swirl on its belly causes drowsiness. This trait of Poliwhirl’s has been used in place of lullabies to get children to go to sleep. This Pokémon’s sweat is a slimy mucus. When captured, Poliwhirl can slither from its enemies’ grasp and escape."
Poliwrath,"['Water Absorb', 'Damp', 'Swift Swim']",0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,95,5120,70,510,45,Tadpole Pokémon,95,1059860,1.3,90,Nyorobonニョロボン,50.0,62,70,90,70,water,fighting,54.0,1,0,,"The muscles it has developed through swimming are thick and powerful. When it lands a square punch, it can turn huge boulders to dust. Swims powerfully using all the muscles in its body. It can even overtake world-class swimmers. Its body is solid muscle. When swimming through cold seas, Poliwrath uses its impressive arms to smash through drift ice and plow forward. Poliwrath is skilled at both swimming and martial arts. It uses its well-trained arms to dish out powerful punches."
Abra,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20,5120,70,310,200,Psi Pokémon,15,1059860,0.9,25,Caseyケーシィ,75.4,63,105,55,90,psychic,,19.5,1,0,,"It can read others’ minds and will teleport away when danger approaches. You must clear your mind if you want to catch it. Sleeps 18 hours a day. If it senses danger, it will teleport itself to safety even as it sleeps. This Pokémon uses its psychic powers while it sleeps. The contents of Abra’s dreams affect the powers that the Pokémon wields. Abra can teleport in its sleep. Apparently the more deeply Abra sleeps, the farther its teleportations go."
